"path","status","category","evidence_source","recovery_confidence","notes"
"app/Filament/Resources/ThemeBuilder/Themes/Tables/ThemesTable.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1713 bytes; existing scoped file"
"app/Filament/Resources/ThemeBuilder/Themes/ThemeResource.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=2833 bytes; existing scoped file"
"modules/theme/composer.json","PRESENT_AND_TRACKED","project_metadata","git index; filesystem","certain","size=536 bytes; existing scoped file"
"modules/theme/config/theme.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=42 bytes; existing scoped file"
"modules/theme/database/migrations/.gitkeep","PRESENT_AND_TRACKED","project_metadata","git index; filesystem","certain","size=1 bytes; existing scoped file"
"modules/theme/database/migrations/2026_07_09_000001_create_theme_themes_table.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=700 bytes; existing scoped file"
"modules/theme/database/migrations/2026_07_09_000002_create_theme_templates_table.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=906 bytes; existing scoped file"
"modules/theme/database/migrations/2026_07_09_000003_create_theme_pages_table.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1130 bytes; existing scoped file"
"modules/theme/database/seeders/.gitkeep","PRESENT_AND_TRACKED","project_metadata","git index; filesystem","certain","size=1 bytes; existing scoped file"
"modules/theme/database/seeders/ThemePermissionSeeder.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=680 bytes; existing scoped file"
"modules/theme/database/seeders/ThemeSeeder.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=7661 bytes; existing scoped file"
"modules/theme/README.MD","PRESENT_AND_TRACKED","documentation","git index; filesystem","certain","size=4867 bytes; existing scoped file"
"modules/theme/resources/css/footer.css","RECOVERED_EXACTLY","stylesheet","recovery commit ba1e967; compiled artifact","high","size=3219 bytes; existing scoped file"
"modules/theme/resources/css/header.css","RECOVERED_EXACTLY","stylesheet","recovery commit ba1e967; compiled artifact","high","size=3573 bytes; existing scoped file"
"modules/theme/resources/css/homepage.css","RECOVERED_EXACTLY","stylesheet","recovery commit ba1e967; compiled artifact","high","size=4577 bytes; existing scoped file"
"modules/theme/resources/css/theme.css","RECOVERED_EXACTLY","stylesheet","recovery commit ba1e967; compiled artifact","high","size=6307 bytes; existing scoped file"
"modules/theme/resources/views/.gitkeep","PRESENT_AND_TRACKED","project_metadata","git index; filesystem","certain","size=1 bytes; existing scoped file"
"modules/theme/resources/views/blocks/button.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=515 bytes; existing scoped file"
"modules/theme/resources/views/blocks/card.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=278 bytes; existing scoped file"
"modules/theme/resources/views/blocks/columns.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=275 bytes; existing scoped file"
"modules/theme/resources/views/blocks/container.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=328 bytes; existing scoped file"
"modules/theme/resources/views/blocks/heading.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=348 bytes; existing scoped file"
"modules/theme/resources/views/blocks/hero.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=569 bytes; existing scoped file"
"modules/theme/resources/views/blocks/html.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=108 bytes; existing scoped file"
"modules/theme/resources/views/blocks/image.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=306 bytes; existing scoped file"
"modules/theme/resources/views/blocks/section.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=388 bytes; existing scoped file"
"modules/theme/resources/views/blocks/spacer.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=135 bytes; existing scoped file"
"modules/theme/resources/views/blocks/text.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=203 bytes; existing scoped file"
"modules/theme/resources/views/components/badge.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=65 bytes; existing scoped file"
"modules/theme/resources/views/components/button.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=360 bytes; existing scoped file"
"modules/theme/resources/views/components/card.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=70 bytes; existing scoped file"
"modules/theme/resources/views/components/category-card.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=503 bytes; existing scoped file"
"modules/theme/resources/views/components/container.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=67 bytes; existing scoped file"
"modules/theme/resources/views/components/empty-state.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=138 bytes; existing scoped file"
"modules/theme/resources/views/components/heading.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=191 bytes; existing scoped file"
"modules/theme/resources/views/components/image.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=273 bytes; existing scoped file"
"modules/theme/resources/views/components/loading-skeleton.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=172 bytes; existing scoped file"
"modules/theme/resources/views/components/price.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=313 bytes; existing scoped file"
"modules/theme/resources/views/components/product-card.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=3284 bytes; existing scoped file"
"modules/theme/resources/views/components/section.blade.php","RECOVERED_EXACTLY","blade_view","recovery commit ba1e967; compiled artifact","high","size=73 bytes; existing scoped file"
"modules/theme/resources/views/layouts/main.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=431 bytes; existing scoped file"
"modules/theme/resources/views/pages/preview.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=30 bytes; existing scoped file"
"modules/theme/resources/views/pages/show.blade.php","PRESENT_AND_TRACKED","blade_view","git index; filesystem","certain","size=264 bytes; existing scoped file"
"modules/theme/routes/api.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=344 bytes; existing scoped file"
"modules/theme/routes/web.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=586 bytes; existing scoped file"
"modules/theme/src/Builder/.gitkeep","PRESENT_AND_TRACKED","project_metadata","git index; filesystem","certain","size=1 bytes; existing scoped file"
"modules/theme/src/Builder/BlockRegistry.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=4445 bytes; existing scoped file"
"modules/theme/src/Builder/ThemeRenderer.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=2551 bytes; existing scoped file"
"modules/theme/src/Enums/ThemePermission.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=925 bytes; existing scoped file"
"modules/theme/src/Filament/Resources/.gitkeep","PRESENT_AND_TRACKED","project_metadata","git index; filesystem","certain","size=1 bytes; existing scoped file"
"modules/theme/src/Http/Controllers/ThemePageController.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1296 bytes; existing scoped file"
"modules/theme/src/Models/Theme.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=791 bytes; existing scoped file"
"modules/theme/src/Models/ThemePage.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1084 bytes; existing scoped file"
"modules/theme/src/Models/ThemeTemplate.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1051 bytes; existing scoped file"
"modules/theme/src/Providers/ThemeServiceProvider.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1395 bytes; existing scoped file"
"tests/Feature/AdminCrudPolishTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=889 bytes; existing scoped file"
"tests/Feature/Auth/AuthenticationTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1591 bytes; existing scoped file"
"tests/Feature/Auth/EmailVerificationTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1325 bytes; existing scoped file"
"tests/Feature/Auth/PasswordConfirmationTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1077 bytes; existing scoped file"
"tests/Feature/Auth/PasswordResetTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=2023 bytes; existing scoped file"
"tests/Feature/Auth/PasswordUpdateTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1120 bytes; existing scoped file"
"tests/Feature/Auth/RegistrationTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=659 bytes; existing scoped file"
"tests/Feature/EcommerceFlowTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=9718 bytes; existing scoped file"
"tests/Feature/ExampleTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=129 bytes; existing scoped file"
"tests/Feature/ProfileTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=2301 bytes; existing scoped file"
"tests/Feature/SeoEmailActivityLogTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=3004 bytes; existing scoped file"
"tests/Feature/ThemeBuilderPermissionTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=2765 bytes; existing scoped file"
"tests/Feature/ThemePageRouteTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=2944 bytes; existing scoped file"
"tests/Feature/ThemeRendererTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1894 bytes; existing scoped file"
"tests/Pest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=1584 bytes; existing scoped file"
"tests/TestCase.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=142 bytes; existing scoped file"
"tests/Unit/ExampleTest.php","PRESENT_AND_TRACKED","php_source","git index; filesystem","certain","size=81 bytes; existing scoped file"
"THEME_BUILDER_STATUS.md","PRESENT_AND_TRACKED","documentation","git index; filesystem","certain","size=2811 bytes; existing scoped file"
"THEME_RECOVERY_INVENTORY.md","PRESENT_AND_TRACKED","documentation","git index; filesystem","certain","size=3316 bytes; existing scoped file"
"THEME_RESOURCE_RECOVERY_REPORT.md","PRESENT_AND_TRACKED","documentation","git index; filesystem","certain","size=2867 bytes; existing scoped file"
"vite.config.js","PRESENT_AND_TRACKED","build_config","git index; filesystem","certain","size=302 bytes; existing scoped file"
"modules/theme/resources/views/blocks/account-action.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/announcement-bar.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/brand-carousel.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/cart-action.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/category-grid.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/category-menu.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/copyright.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/footer-brand.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/footer-contact.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/footer-links.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/footer-social.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/hero-slider.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/mega-menu.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/mobile-bottom-navigation.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/mobile-header.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/newsletter.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/posts.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/product-carousel.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/product-search.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/promotion-banner-grid.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/service-features.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/site-logo.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/blocks/trust-badges.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/resources/views/templates/show.blade.php","MISSING_SOURCE","blade_view","compiled Blade PATH marker / class selector references","high","absent from filesystem and Git"
"modules/theme/src/ThemeContext.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/Services/ThemeBlockResolver.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/Services/TemplateResolver.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/Services/ActiveThemeResolver.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/Http/Controllers/ThemeTemplateController.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/Http/Controllers/ProductSearchController.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/Facades/ActiveTheme.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/DataProviders/ProductDataProvider.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/DataProviders/HeaderDataProvider.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/DataProviders/CategoryDataProvider.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/DataProviders/BrandDataProvider.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"modules/theme/src/DataProviders/BlogDataProvider.php","MISSING_SOURCE","php_source","surviving pre-loss file listing / namespace references","high","absent from filesystem and Git"
"tests/Feature/ThemeTemplateResolutionTest.php","MISSING_TEST","test","pre-loss test inventory and 95-test status","high","absent from filesystem and Git"
"tests/Feature/PersianCommerceHomepageTest.php","MISSING_TEST","test","pre-loss test inventory and 95-test status","high","absent from filesystem and Git"
"tests/Feature/PersianCommerceHeaderTest.php","MISSING_TEST","test","pre-loss test inventory and 95-test status","high","absent from filesystem and Git"
"tests/Feature/PersianCommerceFooterTest.php","MISSING_TEST","test","pre-loss test inventory and 95-test status","high","absent from filesystem and Git"
"tests/Feature/ThemeProductCardTest.php","MISSING_TEST","test","pre-loss test inventory and 95-test status","high","absent from filesystem and Git"
"tests/Feature/ThemeEngineTest.php","MISSING_TEST","test","pre-loss test inventory and 95-test status","high","absent from filesystem and Git"
"tests/Feature/ThemeDynamicDataTest.php","MISSING_TEST","test","pre-loss test inventory and 95-test status","high","absent from filesystem and Git"
"tests/Feature/PersianCommerceThemeSeederTest.php","MISSING_TEST","test","pre-loss test inventory and 95-test status","high","absent from filesystem and Git"
"THEME_DESIGN_SYSTEM_STATUS.md","MISSING_DOCUMENTATION","documentation","explicit forensic task/status references","certain","explicitly named but absent"
"THEME_HEADER_STATUS.md","MISSING_DOCUMENTATION","documentation","explicit forensic task/status references","certain","explicitly named but absent"
"THEME_PRODUCT_CARD_STATUS.md","MISSING_DOCUMENTATION","documentation","explicit forensic task/status references","certain","explicitly named but absent"
"THEME_FOOTER_STATUS.md","MISSING_DOCUMENTATION","documentation","explicit forensic task/status references","certain","explicitly named but absent"
"THEME_HOMEPAGE_STATUS.md","MISSING_DOCUMENTATION","documentation","explicit forensic task/status references","certain","explicitly named but absent"
"public/build/**","GENERATED_BUILD_ARTIFACT","build_output","Vite manifest/build directory","certain","4 current files; excluded from source-loss count"
"storage/framework/views/**","GENERATED_CACHE","compiled_view_cache","Laravel compiled-view directory","certain","476 current files; excluded from source-loss count"
"storage/logs/**","GENERATED_CACHE","log","Laravel runtime logs","certain","3 current files; excluded from source-loss count"
"bootstrap/cache/**","GENERATED_CACHE","framework_cache","Laravel bootstrap cache","certain","3 current files; excluded from source-loss count"
"database/database.sqlite","GENERATED_CACHE","runtime_database","ignored SQLite database","certain","1 current file; excluded from source-loss count"
"recovery-backup/**","GENERATED_CACHE","forensic_backup","untracked recovery evidence","certain","560 backup files; copies/artifacts excluded from source-loss count"
"TEST_SUITE_RECOVERY_REPORT.md","OPTIONAL_OR_NEVER_CREATED","documentation","explicit conditional reference; no surviving evidence","low","not counted missing because no evidence proves creation"
